10, 4, 32, 3330, 38, 2951, 3336, 682, 39, 1103, 48, 1143
9, 4, 3521, 2437, 39, 4843, 48, 5651, 310, 1593, 2011
9, 4, 32, 3330, 38, 39, 3336, 2951, 1103, 48, 1143
9, 4, 1378, 1379, 1380, 39, 48, 308, 1269, 1080, 309
8, 4, 32, 1043, 1384, 1385, 237, 48, 1107, 3049
8, 4, 1219, 4486, 39, 3311, 4433, 438, 1818, 795
8, 4, 610, 39, 136, 41, 107, 48, 826, 6142
8, 7, 1378, 1379, 1380, 39, 48, 1269, 1080, 309
8, 5, 1379, 1380, 39, 41, 308, 1269, 1080, 309
8, 4, 422, 39, 41, 48, 723, 3925, 438, 123
8, 4, 1379, 36, 38, 39, 308, 1269, 1080, 1380
8, 5, 1378, 1379, 1380, 39, 48, 309, 1080, 1269
8, 4, 1378, 1379, 1380, 41, 48, 1269, 1080, 309
8, 4, 1378, 1379, 1380, 39, 41, 308, 1269, 1080
8, 4, 32, 1107, 1384, 1385, 237, 48, 1043, 3049
8, 6, 1378, 1379, 1380, 39, 41, 1269, 1080, 309
8, 5, 1378, 1379, 39, 48, 308, 1269, 1080, 309
8, 6, 1378, 1379, 1380, 39, 308, 309, 1080, 1269
8, 4, 32, 1378, 1379, 1380, 39, 308, 1269, 1080
8, 8, 1378, 1379, 1380, 39, 308, 1269, 1080, 309
8, 4, 1379, 1380, 39, 41, 48, 1269, 1080, 309
8, 5, 1378, 1379, 1380, 39, 41, 309, 1080, 1269
8, 6, 1379, 1380, 39, 48, 308, 1269, 1080, 309
8, 4, 3521, 5156, 2437, 39, 4843, 48, 310, 2011
8, 4, 3521, 2437, 39, 4843, 48, 5651, 310, 2011
8, 4, 1344, 1379, 1380, 39, 308, 1269, 1080, 309
8, 4, 32, 1378, 1379, 1380, 39, 1269, 1080, 309
8, 5, 1378, 1379, 1380, 48, 308, 309, 1080, 1269
7, 6, 1378, 1379, 1380, 48, 1269, 1080, 309
7, 5, 1378, 39, 41, 48, 1269, 1080, 309
7, 5, 1378, 1379, 48, 308, 1269, 1080, 309
7, 4, 38, 39, 41, 170, 110, 48, 55
7, 6, 32, 65, 38, 39, 41, 170, 48
7, 4, 32, 1043, 1384, 3049, 237, 270, 1107
7, 10, 1378, 1379, 1380, 308, 309, 1080, 1269
7, 6, 1379, 1380, 39, 41, 308, 1269, 1080
7, 4, 38, 806, 39, 41, 270, 175, 2238
7, 4, 1379, 39, 41, 48, 1269, 1080, 309
7, 4, 32, 1043, 3049, 237, 270, 1107, 1385
7, 4, 32, 38, 39, 41, 48, 956, 3774
7, 4, 32, 1107, 1384, 3049, 237, 270, 1043
7, 9, 32, 225, 36, 38, 39, 41, 48
7, 6, 32, 38, 39, 41, 170, 110, 48
7, 4, 3521, 2437, 39, 4843, 48, 310, 2011
7, 7, 1819, 39, 41, 3311, 48, 1818, 795
7, 4, 1378, 39, 41, 48, 309, 1080, 1269
7, 12, 1379, 1380, 39, 308, 1269, 1080, 309
7, 4, 32, 38, 39, 41, 170, 48, 438
7, 4, 32, 38, 39, 41, 270, 271, 48
7, 5, 32, 38, 39, 41, 170, 48, 89
7, 9, 1378, 1379, 1380, 48, 309, 1080, 1269
7, 6, 1379, 1380, 48, 308, 309, 1080, 1269
7, 4, 1378, 1379, 1380, 39, 41, 48, 1080
7, 4, 1121, 101, 39, 956, 48, 533, 604
7, 4, 1219, 4486, 39, 3311, 4433, 1818, 795
7, 6, 1379, 1380, 39, 41, 309, 1080, 1269
7, 4, 993, 1000, 76, 1005, 916, 535, 987
7, 4, 32, 1107, 1384, 1385, 237, 1043, 3049
7, 4, 32, 961, 1067, 39, 41, 107, 48
7, 4, 352, 1859, 38, 39, 41, 170, 48
7, 4, 32, 225, 3904, 38, 39, 41, 48
